Account,GameNumber,Date,StartTime,DayOfWeek,HourOfDay,GameOfDay,GameOfWeek,TimeControl,MyElo,OppElo,Color,ECO,Result,Termination,ICastledFirst,ICastledShort,ICastledLong,OppCastledShort,OppCastledLong,LastResult,2ndLastResult,MyNumMoves,OppNumMoves,MyTotalTime,OppTotalTime,MyAvgTPM,OppAvgTPM,MyCastlingMove,OppCastlingMove,TimeSinceLast
Cosmos_IV,716,2024-07-20,02:38:09,7,3,17,65,300,1144,1164,white,D00,won,checkmate,No,No,Yes,Yes,No,lost,won,33,32,222,214.1,6.73,6.69,12,7,118.80
Cosmos_IV,717,2024-07-20,02:45:50,7,3,18,66,300,1151,1096,black,D15,won,timeout,Yes,Yes,No,Yes,No,won,lost,57,58,293.1,292.2,5.14,5.04,12,14,239.00
Cosmos_IV,718,2024-07-20,02:56:13,7,3,19,67,300,1142,1122,black,A40,lost,resignation,Yes,Yes,No,No,No,won,won,38,39,231.1,116.8,6.08,2.99,10,N/A,329.90
Cosmos_IV,719,2024-07-20,03:02:25,7,4,20,68,300,1149,1007,white,D00,won,checkmate,No,No,No,No,Yes,lost,won,45,44,142,163.2,3.16,3.71,N/A,10,140.90
Cosmos_IV,720,2024-07-20,12:01:31,7,13,21,69,600,1540,1497,black,B10,won,resignation,No,No,No,Yes,No,won,lost,14,14,35.1,135.4,2.51,9.67,N/A,8,32204.00
Cosmos_IV,721,2024-07-20,12:04:42,7,13,22,70,600,1547,1489,white,D00,won,resignation,Yes,Yes,No,No,Yes,won,won,42,41,455.7,198.4,10.85,4.84,15,15,155.90
Cosmos_IV,722,2024-07-20,12:38:54,7,13,23,71,600,1539,1546,black,B12,lost,resignation,No,No,No,No,No,won,won,28,29,200.8,60.5,7.17,2.09,N/A,N/A,1596.30
Cosmos_IV,723,2024-07-20,12:43:43,7,13,24,72,600,1538,1513,black,B13,draw,repetition,No,No,No,No,No,lost,won,66,66,425.9,333.5,6.45,5.05,N/A,N/A,88.20
Cosmos_IV,724,2024-07-20,12:57:26,7,13,25,73,600,1545,1496,white,D00,won,resignation,No,No,Yes,Yes,No,draw,lost,27,26,100.9,113.6,3.74,4.37,21,6,397.10
Cosmos_IV,725,2024-07-20,13:30:50,7,14,26,74,600,1553,1555,white,D00,won,timeout,Yes,No,Yes,No,Yes,won,draw,41,40,460.7,599.7,11.24,14.99,14,14,1903.10
Cosmos_IV,726,2024-07-20,15:21:39,7,16,23,75,300,1141,1143,white,D00,lost,resignation,No,Yes,No,Yes,No,won,won,26,25,125,83.2,4.81,3.33,11,6,6188.30
Cosmos_IV,727,2024-07-20,15:25:18,7,16,23,76,300,1150,1171,white,D00,won,checkmate,No,No,No,Yes,No,lost,won,14,13,33.4,33.4,2.39,2.57,N/A,11,94.00
Cosmos_IV,728,2024-07-20,15:26:36,7,16,24,77,300,1160,1226,black,B12,won,abandoned,Yes,Yes,No,No,No,won,lost,25,25,92.6,82.5,3.7,3.3,20,N/A,44.60
Cosmos_IV,729,2024-07-20,15:31:01,7,16,25,78,600,1546,1592,black,B13,lost,resignation,No,Yes,No,Yes,No,won,won,34,34,510.2,232.9,15.01,6.85,18,9,172.40
Cosmos_IV,730,2024-07-20,15:43:44,7,16,25,79,600,1555,1561,white,D00,won,timeout,Yes,No,Yes,No,Yes,lost,won,59,58,572.9,598.2,9.71,10.31,14,16,252.80
Cosmos_IV,731,2024-07-20,16:44:06,7,17,25,78,600,1546,1516,black,A40,lost,resignation,No,No,Yes,No,Yes,won,lost,22,23,170.1,216.1,7.73,9.4,16,14,3049.10
Cosmos_IV,732,2024-07-20,16:50:57,7,17,26,79,600,1537,1505,black,A00,lost,resignation,Yes,Yes,No,No,No,lost,won,23,24,308.1,154,13.4,6.42,12,N/A,240.90
Cosmos_IV,733,2024-07-20,17:43:39,7,18,25,75,300,1151,1142,white,D00,lost,resignation,No,No,Yes,No,Yes,lost,lost,21,21,141.9,98.3,6.76,4.68,14,11,2853.90
Cosmos_IV,734,2024-07-21,16:35:55,1,17,4,69,600,1546,1554,black,B13,won,checkmate,No,Yes,No,Yes,No,lost,lost,31,31,419.1,250.4,13.52,8.08,11,11,82194.10
Cosmos_IV,735,2024-07-21,17:43:31,1,18,3,70,600,1539,1588,black,D11,lost,resignation,Yes,No,Yes,No,No,won,lost,19,20,105.4,285.8,5.55,14.29,13,N/A,3636.90
Cosmos_IV,736,2024-07-21,17:50:16,1,18,3,71,600,1549,1611,white,A40,won,timeout,Yes,Yes,No,No,No,lost,won,40,39,277.9,598.7,6.95,15.35,25,N/A,299.60
Cosmos_IV,737,2024-07-21,18:05:27,1,19,4,72,600,1557,1557,white,A45,won,resignation,No,No,No,Yes,No,won,lost,22,22,154.6,205.9,7.03,9.36,N/A,8,633.10
Cosmos_IV,738,2024-07-21,18:12:02,1,19,5,73,600,1566,1592,black,B10,won,abandoned,No,No,No,Yes,No,won,won,11,11,45,39.4,4.09,3.58,N/A,10,240.40
Cosmos_IV,739,2024-07-21,18:21:49,1,19,6,74,600,1559,1606,black,B18,lost,resignation,No,No,Yes,No,Yes,won,won,29,30,462.1,370.4,15.93,12.35,12,11,542.00
Cosmos_IV,740,2024-07-21,18:35:57,1,19,7,75,600,1568,1595,white,D00,won,resignation,No,No,No,No,No,lost,won,5,4,5.3,22.6,1.06,5.65,N/A,N/A,385.90
Cosmos_IV,741,2024-07-21,18:36:30,1,19,8,76,600,1560,1557,white,E12,lost,resignation,Yes,Yes,No,Yes,No,won,lost,18,17,263.3,104.7,14.63,6.16,10,10,27.70
Cosmos_IV,742,2024-07-21,21:23:48,1,22,9,75,600,1568,1539,black,B10,won,checkmate,No,Yes,No,Yes,No,lost,won,44,44,558.2,553.4,12.69,12.58,17,12,9774.70
Cosmos_IV,743,2024-07-21,21:43:54,1,22,10,75,600,1559,1531,black,B12,lost,checkmate,No,Yes,No,Yes,No,won,lost,35,36,433.7,514.4,12.39,14.29,21,8,647.80
Cosmos_IV,744,2024-07-22,00:10:27,2,1,11,70,600,1568,1575,black,B10,won,resignation,Yes,No,Yes,No,No,lost,won,31,31,313.9,193,10.13,6.23,14,N/A,8359.30
Cosmos_IV,745,2024-07-22,00:19:28,2,1,12,71,600,1578,1645,white,D02,won,resignation,No,No,Yes,Yes,No,won,lost,29,28,328.5,171.5,11.33,6.12,27,7,227.10
Cosmos_IV,746,2024-07-22,00:29:54,2,1,13,72,600,1570,1574,white,D00,lost,resignation,Yes,No,Yes,No,No,won,won,26,26,237,180.2,9.12,6.93,11,N/A,297.50
Cosmos_IV,747,2024-07-22,00:38:49,2,1,14,73,600,1562,1557,white,A45,lost,resignation,No,No,Yes,Yes,No,lost,won,49,48,363.1,292.6,7.41,6.1,33,5,298.00
Cosmos_IV,748,2024-07-22,00:50:06,2,1,15,74,600,1553,1519,black,B10,lost,resignation,No,Yes,No,Yes,No,lost,lost,41,42,339.4,395.8,8.28,9.42,25,8,313.90
Cosmos_IV,749,2024-07-22,01:03:45,2,2,16,75,600,1561,1536,white,A45,won,checkmate,No,Yes,No,Yes,No,lost,lost,22,21,157.9,114.6,7.18,5.46,13,4,479.60
Cosmos_IV,750,2024-07-22,01:25:07,2,2,17,76,600,1570,1583,black,D11,won,resignation,No,No,No,Yes,No,won,lost,23,23,228.3,104.6,9.93,4.55,N/A,12,1124.10
Cosmos_IV,751,2024-07-22,01:32:23,2,2,18,77,600,1579,1592,black,A07,won,resignation,No,Yes,No,Yes,No,won,won,30,30,435.2,250,14.51,8.33,10,4,207.70
Cosmos_IV,752,2024-07-22,01:44:34,2,2,19,76,600,1570,1549,black,B10,lost,resignation,Yes,Yes,No,Yes,No,won,won,45,46,569.6,530,12.66,11.52,8,10,295.80
Cosmos_IV,753,2024-07-22,02:03:23,2,3,20,77,600,1579,1611,white,D00,won,resignation,No,No,Yes,Yes,No,lost,won,27,26,199.6,173.8,7.39,6.68,12,8,559.40
Cosmos_IV,754,2024-07-22,10:59:26,2,11,21,76,600,1586,1541,white,A45,won,checkmate,No,No,No,Yes,No,won,lost,27,26,407.8,173.3,15.1,6.67,N/A,12,31963.40
Cosmos_IV,755,2024-07-22,11:15:43,2,12,22,77,600,1593,1557,black,D00,won,resignation,Yes,Yes,No,Yes,No,won,won,22,22,205.9,163.1,9.36,7.41,15,17,569.20
Cosmos_IV,756,2024-07-22,11:22:17,2,12,23,78,600,1602,1620,black,D04,won,checkmate,Yes,Yes,No,Yes,No,won,won,52,52,547.1,302.6,10.52,5.82,11,15,188.10
Cosmos_IV,757,2024-07-22,11:37:03,2,12,24,79,600,1610,1577,white,D00,won,resignation,Yes,No,Yes,No,No,won,won,21,21,171.2,182.3,8.15,8.68,12,N/A,338.90
Cosmos_IV,758,2024-07-22,11:45:14,2,12,25,80,600,1602,1616,white,D00,lost,resignation,No,Yes,No,Yes,No,won,won,30,30,464.5,385.9,15.48,12.86,19,16,319.80
Cosmos_IV,759,2024-07-22,11:59:46,2,12,26,81,600,1593,1574,white,A45,lost,resignation,No,No,Yes,Yes,No,lost,won,19,19,122.1,193.9,6.43,10.21,9,5,407.50
Cosmos_IV,760,2024-07-22,12:05:20,2,13,27,82,600,1586,1629,black,B10,lost,resignation,No,Yes,No,Yes,No,lost,lost,24,25,266.3,128.6,11.1,5.14,9,8,211.90
Cosmos_IV,761,2024-07-22,12:12:09,2,13,28,83,600,1578,1601,black,D13,lost,resignation,No,No,No,Yes,No,lost,lost,60,61,516.4,425.7,8.61,6.98,N/A,13,142.70
Cosmos_IV,762,2024-07-22,14:23:30,2,15,29,84,600,1586,1568,black,B10,won,resignation,No,Yes,No,Yes,No,lost,lost,40,40,467.3,438.9,11.68,10.97,12,11,7364.60
Cosmos_IV,763,2024-07-22,14:44:59,2,15,30,85,600,1593,1555,white,D00,won,resignation,Yes,Yes,No,Yes,No,won,lost,29,28,259.8,271.5,8.96,9.7,12,12,821.70
Cosmos_IV,764,2024-07-23,14:38:30,3,15,2,86,600,1600,1563,black,B10,won,resignation,No,No,Yes,Yes,No,won,won,27,27,295.3,406.3,10.94,15.05,15,7,85751.20
Cosmos_IV,765,2024-07-23,14:54:46,3,15,2,87,600,1592,1595,white,D00,lost,resignation,No,No,Yes,Yes,No,won,won,30,30,409,124,13.63,4.13,11,7,680.70
Cosmos_IV,766,2024-07-23,15:03:59,3,16,3,88,600,1584,1607,white,A45,lost,resignation,No,Yes,No,Yes,No,lost,won,19,19,210.2,74.7,11.06,3.93,11,10,144.00
Cosmos_IV,767,2024-07-23,15:09:01,3,16,4,89,600,1591,1546,black,B10,won,checkmate,No,No,No,Yes,No,lost,lost,35,35,354.6,261.9,10.13,7.48,N/A,11,91.80
Cosmos_IV,768,2024-07-23,15:19:50,3,16,5,90,600,1583,1581,white,A45,lost,resignation,Yes,Yes,No,Yes,No,won,lost,34,34,527.2,269.4,15.51,7.92,13,13,294.40
Cosmos_IV,769,2024-07-23,17:49:49,3,18,6,91,600,1590,1543,black,B10,won,resignation,No,No,Yes,Yes,No,lost,won,23,23,488.2,398.6,21.23,17.33,20,10,8471.80
Cosmos_IV,770,2024-07-23,19:05:08,3,20,7,92,600,1597,1557,white,D00,won,resignation,No,No,No,No,Yes,won,lost,63,62,548,502.6,8.7,8.11,N/A,12,4030.80
Cosmos_IV,771,2024-07-23,19:38:10,3,20,8,93,600,1605,1596,white,A40,won,resignation,No,No,Yes,Yes,No,won,won,35,34,427.5,289.9,12.21,8.53,16,7,1434.00
Cosmos_IV,772,2024-07-23,19:56:17,3,20,9,94,600,1613,1564,black,B13,won,resignation,No,Yes,No,Yes,No,won,won,39,39,357.7,259.3,9.17,6.65,14,7,659.50
Cosmos_IV,773,2024-07-23,20:06:54,3,21,10,95,600,1605,1641,black,D00,lost,resignation,Yes,Yes,No,Yes,No,won,won,36,37,534.8,202.6,14.86,5.48,9,10,279.30
Cosmos_IV,774,2024-07-23,20:19:49,3,21,11,96,600,1599,1704,white,D00,lost,checkmate,Yes,Yes,No,Yes,No,lost,won,72,72,590.9,326.9,8.21,4.54,11,11,240.20
Cosmos_IV,775,2024-07-23,20:35:42,3,21,12,97,600,1607,1602,black,B18,won,resignation,No,No,Yes,No,Yes,lost,lost,40,40,501.5,552,12.54,13.8,15,13,362.10
Cosmos_IV,776,2024-07-24,11:18:19,4,12,13,95,600,1615,1584,black,A40,won,resignation,No,No,Yes,Yes,No,won,lost,34,34,547.5,483.5,16.1,14.22,14,8,52455.50
Cosmos_IV,777,2024-07-24,11:37:13,4,12,14,96,600,1607,1603,white,D00,lost,resignation,No,No,No,Yes,No,won,won,37,37,542.2,359.3,14.65,9.71,N/A,21,586.50
Cosmos_IV,778,2024-07-24,11:52:50,4,12,15,97,600,1615,1582,white,D00,won,resignation,No,No,Yes,Yes,No,lost,won,33,32,460.2,215.4,13.95,6.73,11,7,394.80
Cosmos_IV,779,2024-07-24,12:04:27,4,13,16,98,600,1622,1569,black,B10,won,resignation,No,No,No,Yes,No,won,lost,35,35,341.1,213.3,9.75,6.09,N/A,12,236.80
Cosmos_IV,780,2024-07-24,12:32:42,4,13,17,99,600,1614,1650,white,D00,lost,resignation,Yes,No,Yes,Yes,No,won,won,24,24,194.1,236.5,8.09,9.85,12,19,1353.90
Cosmos_IV,781,2024-07-24,12:40:05,4,13,18,100,600,1605,1578,black,B12,lost,resignation,No,No,No,No,No,lost,won,15,16,99.2,135.4,6.61,8.46,N/A,N/A,248.90
Cosmos_IV,782,2024-07-24,12:44:13,4,13,19,101,600,1597,1596,white,A40,lost,resignation,Yes,Yes,No,No,No,lost,lost,17,17,160.8,130.8,9.46,7.69,15,N/A,148.80
Cosmos_IV,783,2024-07-24,12:49:34,4,13,20,102,600,1606,1617,black,B10,won,checkmate,Yes,No,Yes,No,No,lost,lost,32,32,415.1,276.8,12.97,8.65,10,N/A,160.20
Cosmos_IV,784,2024-07-24,14:14:08,4,15,21,103,600,1614,1596,white,D00,won,timeout,No,Yes,No,Yes,No,won,lost,29,28,375.1,597.4,12.93,21.34,15,12,4658.90
Cosmos_IV,785,2024-07-24,14:31:19,4,15,22,104,600,1621,1574,black,B12,won,checkmate,No,No,No,No,No,won,won,26,26,274.5,268.5,10.56,10.33,N/A,N/A,655.90
Cosmos_IV,786,2024-07-24,14:44:48,4,15,22,105,600,1614,1654,white,D00,lost,resignation,No,No,No,Yes,No,won,won,50,50,580.4,535.9,11.61,10.72,N/A,9,534.50
Cosmos_IV,787,2024-07-24,15:03:39,4,16,22,106,600,1606,1620,black,A00,lost,resignation,Yes,No,Yes,No,No,lost,won,18,19,286,101.3,15.89,5.33,15,N/A,550.60
Cosmos_IV,788,2024-07-24,15:10:25,4,16,21,107,600,1598,1606,white,D00,lost,resignation,Yes,No,Yes,No,Yes,lost,lost,24,24,231.3,57.5,9.64,2.4,13,13,120.00
Cosmos_IV,789,2024-07-24,15:15:32,4,16,22,108,600,1590,1612,black,B13,lost,checkmate,No,Yes,No,No,Yes,lost,lost,34,35,562.6,372.8,16.55,10.65,14,12,75.70
Cosmos_IV,790,2024-07-24,15:31:22,4,16,22,108,600,1598,1591,white,A45,won,checkmate,No,No,Yes,Yes,No,lost,lost,16,15,117.6,61.1,7.35,4.07,14,5,387.40
Cosmos_IV,791,2024-07-24,15:34:34,4,16,23,109,600,1590,1599,black,B13,lost,resignation,No,Yes,No,Yes,No,won,lost,19,20,150.6,120.4,7.93,6.02,13,6,74.40
Cosmos_IV,792,2024-07-24,15:39:22,4,16,24,110,600,1590,1582,white,D00,draw,repetition,Yes,No,Yes,Yes,No,lost,won,56,56,526.3,443.4,9.4,7.92,19,24,137.40
Cosmos_IV,793,2024-07-24,16:06:55,4,17,25,111,600,1583,1655,black,B12,lost,resignation,No,Yes,No,Yes,No,draw,lost,33,34,516,427.2,15.64,12.56,14,12,1126.70
Cosmos_IV,794,2024-07-24,16:23:15,4,17,26,112,600,1575,1607,white,A40,lost,resignation,Yes,Yes,No,No,No,lost,draw,50,50,567.3,364.8,11.35,7.3,20,N/A,464.00
Cosmos_IV,795,2024-07-24,16:39:23,4,17,27,113,600,1582,1531,black,B13,won,timeout,No,No,No,Yes,No,lost,lost,73,73,594.7,599.3,8.15,8.21,N/A,7,400.70
Cosmos_IV,796,2024-07-24,17:00:17,4,18,28,114,600,1590,1588,white,A45,won,resignation,No,No,No,No,No,won,lost,72,72,547.7,382.1,7.61,5.31,N/A,N/A,659.30
Cosmos_IV,797,2024-07-24,20:40:19,4,21,22,115,600,1599,1614,black,B12,won,timeout,No,Yes,No,Yes,No,won,won,85,85,470.8,599.2,5.54,7.05,12,7,12654.30
Cosmos_IV,798,2024-07-24,20:58:54,4,21,23,116,600,1608,1616,white,D00,won,checkmate,Yes,No,Yes,Yes,No,won,won,17,16,181.4,37.9,10.67,2.37,11,14,644.20
Cosmos_IV,799,2024-07-24,21:02:44,4,22,24,117,600,1600,1600,black,D00,lost,checkmate,No,Yes,No,Yes,No,won,won,30,31,366.3,186.2,12.21,6.01,12,8,48.60
Cosmos_IV,800,2024-07-24,21:12:06,4,22,25,118,600,1609,1613,white,D02,won,resignation,Yes,No,Yes,Yes,No,lost,won,29,28,323.7,135.6,11.16,4.84,11,21,195.70
Cosmos_IV,801,2024-07-24,23:28:45,4,24,26,119,600,1600,1553,black,B13,lost,resignation,Yes,Yes,No,Yes,No,won,lost,25,26,365.5,160.1,14.62,6.16,10,16,7875.30
Cosmos_IV,802,2024-07-24,23:38:12,4,24,27,120,600,1593,1629,black,B12,lost,checkmate,No,No,No,Yes,No,lost,won,14,15,83.9,186.4,5.99,12.43,N/A,8,201.50
Cosmos_IV,803,2024-07-24,23:43:04,4,24,28,121,600,1585,1609,white,D00,lost,resignation,No,No,No,No,No,lost,lost,49,49,434.3,452.9,8.86,9.24,N/A,N/A,208.10
Cosmos_IV,804,2024-07-24,23:58:23,4,24,29,122,600,1577,1575,white,A45,lost,resignation,No,No,Yes,Yes,No,lost,lost,36,35,362.8,471.1,10.08,13.46,13,6,484.70
Cosmos_IV,805,2024-07-25,11:10:54,5,12,30,118,600,1570,1613,white,D82,lost,resignation,No,Yes,No,Yes,No,lost,lost,24,24,161.9,218,6.75,9.08,17,6,39988.20
Cosmos_IV,806,2024-07-25,11:17:41,5,12,31,119,600,1578,1553,black,D00,won,resignation,No,No,No,No,No,lost,lost,33,33,236.5,393.3,7.17,11.92,N/A,N/A,245.10
Cosmos_IV,807,2024-07-25,12:26:37,5,13,28,120,600,1586,1588,black,B18,won,resignation,Yes,Yes,No,No,No,won,lost,30,30,366.5,295.2,12.22,9.84,15,N/A,3899.50
Cosmos_IV,808,2024-07-25,12:38:03,5,13,28,121,600,1594,1581,white,A45,won,resignation,No,Yes,No,Yes,No,won,won,49,48,310.2,347.6,6.33,7.24,14,7,319.50
Cosmos_IV,809,2024-07-25,12:49:23,5,13,27,122,600,1586,1583,black,B10,lost,resignation,No,Yes,No,Yes,No,won,won,18,18,218.4,88.6,12.13,4.92,13,11,369.80
Cosmos_IV,810,2024-07-25,12:54:54,5,13,27,123,600,1593,1543,white,A48,won,resignation,No,No,Yes,Yes,No,lost,won,27,26,457.1,230.3,16.93,8.86,23,5,112.60
Cosmos_IV,811,2024-07-25,13:18:36,5,14,28,124,600,1585,1608,black,B12,lost,resignation,No,No,No,No,No,won,lost,11,11,135.8,80,12.35,7.27,N/A,N/A,964.90
Cosmos_IV,812,2024-07-25,13:22:31,5,14,29,125,600,1593,1565,white,A45,won,resignation,No,Yes,No,Yes,No,lost,won,33,33,448.5,247.4,13.59,7.5,14,4,99.20
Cosmos_IV,813,2024-07-25,13:48:49,5,14,30,126,600,1584,1578,black,B10,lost,checkmate,No,No,No,No,No,won,lost,12,13,164.4,23.4,13.7,1.8,N/A,N/A,1129.50
Cosmos_IV,814,2024-07-25,13:54:03,5,14,31,127,600,1592,1573,white,D00,won,timeout,No,Yes,No,Yes,No,lost,won,44,43,431.8,595.2,9.81,13.84,16,6,149.60
Cosmos_IV,815,2024-07-25,14:12:56,5,15,32,128,600,1600,1587,black,B15,won,resignation,No,Yes,No,No,Yes,won,lost,47,47,503.9,234.8,10.72,5.0,19,9,701.20
Cosmos_IV,816,2024-07-25,14:28:25,5,15,32,129,600,1607,1559,black,A07,won,timeout,No,Yes,No,Yes,No,won,won,64,64,593.1,597.3,9.27,9.33,30,5,425.10
Cosmos_IV,817,2024-07-25,16:36:58,5,17,23,123,600,1607,1588,white,A43,draw,insufficient material,No,No,No,Yes,No,won,won,54,53,543,535.3,10.06,10.1,N/A,6,7119.90
Cosmos_IV,818,2024-07-25,16:55:24,5,17,23,124,600,1615,1591,black,D00,won,checkmate,No,No,Yes,Yes,No,draw,won,38,38,503.5,238.1,13.25,6.27,15,8,563.00
Cosmos_IV,819,2024-07-26,10:52:43,6,11,15,120,600,1607,1602,white,A40,lost,resignation,No,No,No,No,No,won,draw,29,29,520.9,329.2,17.96,11.35,N/A,N/A,64135.50
Cosmos_IV,820,2024-07-26,11:07:18,6,12,16,121,600,1615,1602,black,D10,won,checkmate,Yes,Yes,No,Yes,No,lost,won,42,42,525.2,360.7,12.5,8.59,12,13,354.10
Cosmos_IV,821,2024-07-26,11:23:47,6,12,15,122,600,1623,1622,black,B10,won,resignation,No,Yes,No,Yes,No,won,lost,91,92,575.4,543.9,6.32,5.91,14,10,463.80
Cosmos_IV,822,2024-07-26,14:06:44,6,15,8,120,600,1630,1592,white,A40,won,timeout,No,Yes,No,Yes,No,won,won,79,78,588.9,599.3,7.45,7.68,12,11,9201.60
Cosmos_IV,823,2024-07-26,14:39:59,6,15,7,120,600,1639,1644,white,D02,won,timeout,No,Yes,No,Yes,No,won,won,65,65,562.3,599.6,8.65,9.22,20,12,1406.10
Cosmos_IV,824,2024-07-26,14:59:48,6,15,8,121,600,1646,1574,black,B10,won,checkmate,No,No,No,Yes,No,won,won,24,24,337.5,221.3,14.06,9.22,N/A,7,626.70
Cosmos_IV,825,2024-07-26,15:39:11,6,16,9,121,600,1638,1641,white,D00,lost,resignation,No,No,No,No,No,won,won,10,10,29.1,45.3,2.91,4.53,N/A,N/A,2025.50
Cosmos_IV,826,2024-07-26,15:40:35,6,16,10,122,600,1645,1599,white,A45,won,resignation,No,Yes,No,Yes,No,lost,won,34,34,402.7,204.7,11.84,6.02,13,5,54.90
Cosmos_IV,827,2024-07-26,15:51:30,6,16,11,121,600,1652,1616,black,D02,won,resignation,Yes,Yes,No,Yes,No,won,lost,34,34,320.9,154.8,9.44,4.55,8,16,252.30
Cosmos_IV,828,2024-07-26,16:00:10,6,17,12,122,600,1661,1667,white,D00,won,resignation,No,No,No,Yes,No,won,won,55,54,564.6,201.8,10.27,3.74,N/A,22,199.10
Cosmos_IV,829,2024-07-26,18:19:26,6,19,11,120,600,1654,1697,black,A00,lost,resignation,No,No,No,No,No,won,won,5,6,17.1,16.5,3.42,2.75,N/A,N/A,7791.40
Cosmos_IV,830,2024-07-26,18:20:15,6,19,12,121,600,1661,1611,black,D00,won,resignation,Yes,Yes,No,Yes,No,lost,won,44,44,385.5,321.8,8.76,7.31,9,13,31.90
Cosmos_IV,831,2024-07-27,00:16:53,7,1,13,118,600,1653,1651,white,D02,lost,checkmate,Yes,Yes,No,No,Yes,won,lost,26,26,223.4,199.4,8.59,7.67,12,13,21012.50
Cosmos_IV,832,2024-07-27,00:24:11,7,1,14,119,600,1662,1667,black,B10,won,resignation,No,Yes,No,Yes,No,lost,won,22,22,140.6,120.1,6.39,5.46,13,8,214.60
Cosmos_IV,833,2024-07-27,00:28:54,7,1,15,120,600,1670,1659,white,A40,won,resignation,No,No,Yes,No,Yes,won,lost,47,46,529.3,423.4,11.26,9.2,19,9,142.40
Cosmos_IV,834,2024-07-27,01:01:30,7,2,16,121,600,1663,1708,black,B12,lost,resignation,Yes,Yes,No,No,No,won,won,24,25,289.1,266.6,12.05,10.66,14,N/A,1426.70
Cosmos_IV,835,2024-07-27,01:11:41,7,2,17,122,600,1656,1713,white,A45,lost,resignation,Yes,Yes,No,Yes,No,lost,won,28,28,263.5,192.2,9.41,6.86,18,20,321.90
Cosmos_IV,836,2024-07-27,01:19:46,7,2,18,123,600,1664,1654,black,D10,won,resignation,No,Yes,No,Yes,No,lost,lost,30,30,288.2,129,9.61,4.3,25,17,221.50
Cosmos_IV,837,2024-07-27,01:27:08,7,2,19,124,600,1655,1628,white,A40,lost,checkmate,No,No,Yes,Yes,No,won,lost,39,39,411.4,535.9,10.55,13.74,16,11,153.80
Cosmos_IV,838,2024-07-27,01:43:19,7,2,20,125,600,1663,1647,white,D02,won,resignation,No,No,No,Yes,No,lost,won,17,16,71.5,59,4.21,3.69,N/A,5,559.60
Cosmos_IV,839,2024-07-27,14:46:10,7,15,16,114,600,1670,1606,black,B10,won,resignation,No,Yes,No,Yes,No,won,lost,42,42,485.7,462.2,11.56,11.0,11,9,46899.50
Cosmos_IV,840,2024-07-27,15:09:56,7,16,16,115,600,1678,1663,black,B10,won,resignation,Yes,Yes,No,Yes,No,won,won,38,38,397.5,216.4,10.46,5.69,12,13,940.30
Cosmos_IV,841,2024-07-27,15:30:45,7,16,17,113,600,1686,1628,white,A40,won,resignation,Yes,Yes,No,Yes,No,won,won,34,33,365.3,96.1,10.74,2.91,8,8,851.50
Cosmos_IV,842,2024-07-27,15:45:02,7,16,16,112,600,1678,1684,black,B12,lost,resignation,No,Yes,No,No,Yes,won,won,48,49,456.8,384.9,9.52,7.86,16,10,491.70
Cosmos_IV,843,2024-07-27,15:59:38,7,16,16,113,600,1686,1660,white,D02,won,checkmate,No,Yes,No,Yes,No,lost,won,25,24,211.8,185.8,8.47,7.74,16,13,419.20
Cosmos_IV,844,2024-07-27,16:06:34,7,17,16,114,600,1695,1715,white,A40,won,checkmate,No,No,No,No,No,won,lost,15,14,181.4,139.2,12.09,9.94,N/A,N/A,204.20
Cosmos_IV,845,2024-07-27,16:12:06,7,17,17,115,600,1704,1713,black,B13,won,timeout,No,No,Yes,Yes,No,won,won,64,65,580.3,599.7,9.07,9.23,18,8,150.60
Cosmos_IV,846,2024-07-27,23:36:35,7,24,16,113,600,1711,1666,white,A41,won,resignation,No,No,No,No,No,won,won,47,46,399.5,571.4,8.5,12.42,N/A,N/A,26088.70
Cosmos_IV,847,2024-07-27,23:53:31,7,24,17,114,600,1718,1659,black,D00,won,checkmate,Yes,Yes,No,Yes,No,won,won,73,74,556.1,256,7.62,3.46,15,16,616.50
Cosmos_IV,848,2024-07-28,21:14:30,1,22,3,107,600,1709,1699,white,A45,lost,resignation,No,No,No,Yes,No,won,won,13,13,106,172.4,8.15,13.26,N/A,10,76302.90
Cosmos_IV,849,2024-07-28,21:19:20,1,22,4,108,600,1700,1672,black,D00,lost,checkmate,Yes,Yes,No,Yes,No,lost,won,103,104,596.1,562.4,5.79,5.41,11,12,184.00
Cosmos_IV,850,2024-07-28,21:40:23,1,22,5,108,600,1708,1705,black,A46,won,resignation,No,Yes,No,Yes,No,lost,lost,24,24,384.4,157.3,16.02,6.55,15,12,666.90
Cosmos_IV,851,2024-07-28,21:50:01,1,22,6,108,600,1716,1714,white,A45,won,resignation,No,Yes,No,Yes,No,won,lost,52,52,550.4,572.5,10.58,11.01,19,9,193.60
Cosmos_IV,852,2024-07-28,22:09:33,1,23,7,109,600,1724,1699,black,B13,won,resignation,Yes,Yes,No,Yes,No,won,won,19,19,176.4,67.1,9.28,3.53,9,10,621.60
Cosmos_IV,853,2024-07-28,22:17:35,1,23,8,110,600,1716,1715,white,A45,lost,checkmate,No,No,No,Yes,No,won,won,37,37,550,392.2,14.86,10.6,N/A,11,305.60
Cosmos_IV,854,2024-07-28,22:33:32,1,23,9,111,600,1707,1707,black,D00,lost,resignation,No,No,Yes,No,Yes,lost,won,31,32,371.7,183.5,11.99,5.73,15,11,407.00
