Account,GameNumber,Date,StartTime,DayOfWeek,HourOfDay,GameOfDay,GameOfWeek,TimeControl,MyElo,OppElo,Color,ECO,Result,Termination,ICastledFirst,ICastledShort,ICastledLong,OppCastledShort,OppCastledLong,LastResult,2ndLastResult,MyNumMoves,OppNumMoves,MyTotalTime,OppTotalTime,MyAvgTPM,OppAvgTPM,MyCastlingMove,OppCastlingMove,TimeSinceLast
Cosmos_IV,363,2024-06-25,15:44:58,3,16,18,104,600,1508,1490,white,A40,lost,resignation,No,No,No,Yes,No,lost,won,16,16,52.8,74.3,3.3,4.64,N/A,6,538.40
Cosmos_IV,364,2024-06-25,15:47:32,3,16,19,105,600,1516,1497,black,D02,won,checkmate,Yes,No,Yes,No,No,lost,lost,35,35,466.7,454.1,13.33,12.97,19,N/A,101.20
Cosmos_IV,365,2024-06-25,16:53:07,3,17,17,106,600,1524,1525,black,B10,won,resignation,No,Yes,No,Yes,No,won,lost,25,25,192.4,101.6,7.7,4.06,18,12,3468.30
Cosmos_IV,366,2024-06-25,16:58:19,3,17,18,107,600,1517,1576,black,B10,lost,checkmate,No,Yes,No,Yes,No,won,won,28,29,257.8,201.3,9.21,6.94,18,10,119.60
Cosmos_IV,367,2024-06-25,17:06:27,3,18,19,108,600,1508,1490,white,D00,lost,resignation,Yes,No,Yes,No,Yes,lost,won,17,17,175.8,91,10.34,5.35,16,16,230.20
Cosmos_IV,368,2024-06-25,17:11:08,3,18,20,109,600,1516,1502,white,A45,won,resignation,No,Yes,No,Yes,No,lost,lost,43,42,474.1,347.8,11.03,8.28,15,10,105.20
Cosmos_IV,369,2024-06-25,17:36:36,3,18,18,110,600,1507,1486,black,D11,lost,resignation,No,Yes,No,Yes,No,won,lost,22,23,228.3,173.9,10.38,7.56,19,5,1053.90
Cosmos_IV,370,2024-06-25,17:44:05,3,18,19,111,600,1516,1522,white,A40,won,resignation,No,No,Yes,No,Yes,lost,won,34,33,396.9,439.7,11.67,13.32,19,10,220.70
Cosmos_IV,371,2024-06-25,19:16:59,3,20,20,112,600,1507,1492,black,B10,lost,checkmate,Yes,Yes,No,No,No,won,lost,55,55,534.8,278.6,9.72,5.07,18,N/A,5177.10
Cosmos_IV,372,2024-06-25,19:31:09,3,20,21,113,600,1514,1475,white,A45,won,resignation,No,No,No,Yes,No,lost,won,23,22,235.8,96.8,10.25,4.4,N/A,7,315.20
Cosmos_IV,373,2024-06-25,20:38:46,3,21,21,114,600,1523,1557,white,D00,won,resignation,Yes,No,Yes,Yes,No,won,lost,57,56,570.2,581.6,10.0,10.39,12,16,3821.20
Cosmos_IV,374,2024-06-25,20:58:55,3,21,22,115,600,1530,1474,black,B13,won,resignation,Yes,Yes,No,No,Yes,won,won,19,19,148.5,139.4,7.82,7.34,11,13,638.80
Cosmos_IV,375,2024-06-25,21:06:43,3,22,23,116,600,1522,1537,white,D02,lost,resignation,Yes,No,Yes,No,No,won,won,47,47,427.2,296.9,9.09,6.32,21,N/A,319.50
Cosmos_IV,376,2024-06-25,21:19:18,3,22,24,117,600,1530,1529,black,B10,won,checkmate,Yes,Yes,No,No,No,lost,won,82,83,598,419.4,7.29,5.05,26,N/A,327.80
Cosmos_IV,377,2024-06-26,01:53:40,4,2,21,118,600,1522,1517,black,B13,lost,resignation,No,Yes,No,Yes,No,won,lost,55,55,510.2,545.4,9.28,9.92,13,12,15864.00
Cosmos_IV,378,2024-06-26,02:11:37,4,3,21,119,600,1530,1529,white,A40,won,resignation,No,Yes,No,No,Yes,lost,won,19,19,221.2,166.9,11.64,8.78,12,10,566.80
Cosmos_IV,379,2024-06-26,02:19:51,4,3,21,120,600,1538,1541,black,B10,won,resignation,Yes,Yes,No,No,No,won,lost,29,29,407.1,317,14.04,10.93,17,N/A,272.80
Cosmos_IV,380,2024-06-26,02:53:45,4,3,19,121,600,1545,1487,black,B18,won,resignation,No,Yes,No,Yes,No,won,won,52,53,555.5,404.6,10.68,7.63,18,10,1626.90
Cosmos_IV,381,2024-06-26,03:25:15,4,4,20,122,600,1536,1522,white,D00,lost,resignation,No,No,No,Yes,No,won,won,36,36,244.9,242,6.8,6.72,N/A,10,1334.50
Cosmos_IV,382,2024-06-26,03:34:06,4,4,21,123,600,1529,1570,black,B10,lost,timeout,No,Yes,No,Yes,No,lost,won,69,70,598.7,525.9,8.68,7.51,20,6,286.10
Cosmos_IV,383,2024-06-26,03:53:37,4,4,22,124,600,1520,1513,white,A48,lost,resignation,No,Yes,No,Yes,No,lost,lost,38,38,474.1,313.9,12.48,8.26,12,4,572.30
Cosmos_IV,384,2024-06-26,04:07:29,4,5,23,125,600,1528,1531,white,A40,won,resignation,No,No,Yes,No,Yes,lost,lost,77,76,559.5,502.6,7.27,6.61,26,22,357.90
Cosmos_IV,385,2024-06-26,04:26:18,4,5,24,126,600,1520,1539,black,A06,lost,resignation,Yes,Yes,No,No,No,won,lost,32,33,303.3,274.9,9.48,8.33,20,N/A,569.50
Cosmos_IV,386,2024-06-26,04:36:56,4,5,25,127,600,1512,1546,white,D02,lost,resignation,No,No,No,Yes,No,lost,won,28,27,426.4,343.1,15.23,12.71,N/A,8,334.70
Cosmos_IV,387,2024-06-26,15:51:59,4,16,23,123,600,1520,1514,black,D10,won,resignation,Yes,No,Yes,No,No,lost,lost,33,33,318,167.5,9.64,5.08,20,N/A,40076.60
Cosmos_IV,388,2024-06-26,17:46:47,4,18,18,122,600,1512,1530,white,A40,lost,resignation,No,No,No,No,No,won,lost,6,6,17.9,22.3,2.98,3.72,N/A,N/A,6570.00
Cosmos_IV,389,2024-06-26,18:20:11,4,19,19,121,600,1505,1556,black,B12,lost,resignation,No,No,No,Yes,No,lost,won,39,40,400.4,251.1,10.27,6.28,N/A,12,1986.10
Cosmos_IV,390,2024-06-26,18:31:48,4,19,20,122,600,1512,1450,black,B10,won,checkmate,No,No,No,Yes,No,lost,lost,9,9,36,44,4.0,4.89,N/A,6,296.60
Cosmos_IV,391,2024-06-26,18:33:21,4,19,21,123,600,1520,1499,white,D02,won,checkmate,Yes,Yes,No,Yes,No,won,lost,41,40,480,372.5,11.71,9.31,15,18,57.00
Cosmos_IV,392,2024-06-26,21:14:22,4,22,17,123,600,1512,1543,white,D02,lost,resignation,Yes,No,Yes,No,No,won,won,26,26,319.4,346.6,12.28,13.33,12,N/A,9181.00
Cosmos_IV,393,2024-06-26,21:26:01,4,22,17,124,600,1505,1550,black,B10,lost,resignation,No,No,No,Yes,No,lost,won,19,20,197.7,165.5,10.41,8.28,N/A,10,379.60
Cosmos_IV,394,2024-06-26,22:15:53,4,23,18,125,600,1497,1527,white,A40,lost,resignation,No,No,Yes,Yes,No,lost,lost,27,27,219.1,220.6,8.11,8.17,16,8,2794.30
Cosmos_IV,395,2024-06-26,22:23:53,4,23,19,126,600,1490,1543,black,A00,lost,checkmate,Yes,Yes,No,Yes,No,lost,lost,39,40,550.6,409.8,14.12,10.25,9,21,260.90
Cosmos_IV,396,2024-06-27,01:18:40,5,2,20,125,600,1499,1520,white,A40,won,timeout,No,No,No,No,No,lost,lost,63,63,546.7,594.6,8.68,9.44,N/A,N/A,9936.40
Cosmos_IV,397,2024-06-27,04:12:47,5,5,13,122,600,1490,1462,black,A07,lost,resignation,No,No,No,Yes,No,won,lost,12,13,71.3,72.7,5.94,5.59,N/A,4,9900.30
Cosmos_IV,398,2024-06-27,04:15:21,5,5,14,123,600,1482,1491,black,D10,lost,resignation,No,No,Yes,Yes,No,lost,won,24,25,373,209.5,15.54,8.38,11,10,82.70
Cosmos_IV,399,2024-06-27,04:26:15,5,5,15,124,600,1489,1428,white,A45,won,resignation,Yes,Yes,No,No,No,lost,lost,39,39,332.7,322.6,8.53,8.27,26,N/A,281.00
Cosmos_IV,400,2024-06-27,04:37:41,5,5,14,125,600,1480,1451,black,B18,lost,resignation,No,No,No,No,No,won,lost,7,8,58.4,79.2,8.34,9.9,N/A,N/A,353.30
Cosmos_IV,401,2024-06-27,21:08:37,5,22,10,123,600,1473,1525,white,A48,lost,resignation,No,No,Yes,Yes,No,lost,won,20,20,262.9,145.1,13.14,7.26,14,4,59397.60
Cosmos_IV,402,2024-06-27,21:15:59,5,22,10,124,600,1464,1445,white,A48,lost,checkmate,No,Yes,No,Yes,No,lost,lost,79,78,478.3,396.9,6.05,5.09,13,4,179.10
Cosmos_IV,403,2024-06-27,21:31:11,5,22,10,125,600,1456,1460,white,A48,lost,resignation,No,No,No,Yes,No,lost,lost,14,14,69.3,103.7,4.95,7.41,N/A,4,433.70
Cosmos_IV,404,2024-06-28,01:17:42,6,2,9,124,600,1448,1447,black,B12,lost,checkmate,No,Yes,No,Yes,No,lost,lost,31,32,448.4,195.8,14.46,6.12,17,13,13521.70
Cosmos_IV,405,2024-06-28,01:29:20,6,2,9,125,600,1440,1452,black,D04,lost,resignation,No,No,No,No,No,lost,lost,33,34,254.9,138.9,7.72,4.09,N/A,N/A,249.60
Cosmos_IV,406,2024-06-28,01:36:26,6,2,10,126,600,1448,1422,white,D00,won,checkmate,Yes,Yes,No,Yes,No,lost,lost,46,45,306.5,426.6,6.66,9.48,10,17,171.10
Cosmos_IV,407,2024-06-28,03:35:23,6,4,11,127,600,1440,1435,black,B13,lost,resignation,No,Yes,No,Yes,No,won,lost,51,52,569.1,543.7,11.16,10.46,13,11,6830.50
Cosmos_IV,408,2024-06-28,03:54:11,6,4,12,128,600,1449,1478,white,D00,won,checkmate,No,No,No,Yes,No,lost,won,24,23,301.5,170.6,12.56,7.42,N/A,13,558.90
Cosmos_IV,409,2024-06-28,04:06:48,6,5,13,129,600,1448,1421,black,B12,draw,insufficient material,No,Yes,No,Yes,No,won,lost,65,66,539.6,261.5,8.3,3.96,18,10,455.50
Cosmos_IV,410,2024-06-28,04:20:46,6,5,12,130,600,1456,1445,white,A43,won,checkmate,Yes,Yes,No,No,No,draw,won,22,21,319.1,96.1,14.5,4.58,15,N/A,298.40
Cosmos_IV,411,2024-06-28,04:29:31,6,5,12,130,600,1448,1482,white,A45,lost,resignation,Yes,No,Yes,Yes,No,won,draw,26,26,363.7,185,13.99,7.12,14,19,205.90
Cosmos_IV,412,2024-06-28,16:38:13,6,17,12,124,600,1441,1498,black,B13,lost,resignation,No,No,No,No,Yes,lost,won,31,32,497.5,333.6,16.05,10.43,N/A,10,43358.30
Cosmos_IV,413,2024-06-28,16:52:24,6,17,13,125,600,1449,1419,white,D02,won,checkmate,No,No,Yes,Yes,No,lost,lost,47,47,587.2,226.6,12.49,4.82,22,14,353.50
Cosmos_IV,414,2024-06-28,17:47:49,6,18,14,125,600,1457,1441,black,B15,won,abandoned,No,No,No,Yes,No,won,lost,23,23,238.2,200.3,10.36,8.71,N/A,7,2737.80
Cosmos_IV,415,2024-06-28,19:48:42,6,20,15,121,600,1464,1407,white,A45,won,resignation,No,No,No,No,No,won,won,37,36,457.7,413.1,12.37,11.48,N/A,N/A,7014.80
Cosmos_IV,416,2024-06-28,20:35:39,6,21,16,122,600,1472,1438,black,B12,won,checkmate,Yes,Yes,No,Yes,No,won,won,51,52,316.5,228.1,6.21,4.39,15,19,2359.30
Cosmos_IV,417,2024-06-28,20:53:51,6,21,17,123,600,1480,1458,black,B12,won,abandoned,No,Yes,No,Yes,No,won,won,31,31,441.6,179.1,14.25,5.78,19,10,775.50
Cosmos_IV,418,2024-06-28,21:12:50,6,22,17,124,600,1488,1488,black,B13,won,checkmate,No,Yes,No,Yes,No,won,won,33,33,464.9,366.5,14.09,11.11,12,7,697.40
Cosmos_IV,419,2024-06-28,23:29:16,6,24,16,125,600,1496,1464,white,A47,won,resignation,Yes,Yes,No,Yes,No,won,won,28,27,301.6,177.8,10.77,6.59,15,15,7721.10
Cosmos_IV,420,2024-06-28,23:37:30,6,24,17,126,600,1504,1480,white,A40,won,checkmate,Yes,No,Yes,No,No,won,won,35,34,366.3,222.8,10.47,6.55,17,N/A,192.40
Cosmos_IV,421,2024-06-29,01:26:05,7,2,17,127,600,1505,1538,black,B12,draw,repetition,No,No,No,Yes,No,won,won,45,46,532.8,286.7,11.84,6.23,N/A,8,6148.70
Cosmos_IV,422,2024-06-29,01:40:40,7,2,16,128,600,1514,1536,white,A40,won,resignation,No,No,Yes,No,Yes,draw,won,42,41,418,347.2,9.95,8.47,14,13,342.20
Cosmos_IV,423,2024-06-29,02:30:17,7,3,17,129,600,1523,1548,black,D02,won,checkmate,No,No,Yes,Yes,No,won,draw,39,39,545.6,480.2,13.99,12.31,13,12,2559.00
Cosmos_IV,424,2024-06-29,05:06:17,7,6,13,130,600,1530,1467,black,B10,won,timeout,No,No,No,Yes,No,won,won,61,62,598.5,598.5,9.81,9.65,N/A,7,8814.40
Cosmos_IV,425,2024-06-29,06:38:54,7,7,14,131,600,1537,1483,white,D00,won,resignation,No,No,No,Yes,No,won,won,43,43,456.6,277.4,10.62,6.45,N/A,11,4958.50
Cosmos_IV,426,2024-06-29,19:01:45,7,20,12,120,600,1530,1593,white,A40,lost,checkmate,Yes,No,Yes,No,No,won,won,42,42,526.5,207.1,12.54,4.93,17,N/A,44114.40
Cosmos_IV,427,2024-06-29,20:57:27,7,21,10,116,600,1522,1530,black,B10,lost,resignation,No,No,No,Yes,No,lost,won,28,29,364.7,223.6,13.03,7.71,N/A,12,6415.50
Cosmos_IV,428,2024-06-29,21:08:16,7,22,11,116,600,1531,1555,white,D00,won,timeout,Yes,Yes,No,No,No,lost,lost,69,68,597.5,599.3,8.66,8.81,24,N/A,284.30
Cosmos_IV,429,2024-06-30,03:46:12,1,4,6,116,600,1540,1560,black,A00,won,resignation,No,Yes,No,Yes,No,won,lost,53,53,568.5,358,10.73,6.75,11,9,23278.50
Cosmos_IV,430,2024-06-30,06:10:03,1,7,6,117,600,1548,1530,white,D02,won,timeout,Yes,Yes,No,No,No,won,won,54,53,515,598.5,9.54,11.29,11,N/A,8062.50
Cosmos_IV,431,2024-06-30,06:30:00,1,7,7,118,600,1557,1554,black,B18,won,resignation,No,No,No,No,No,won,won,11,12,35,30.1,3.18,2.51,N/A,N/A,682.00
Cosmos_IV,432,2024-06-30,06:39:07,1,7,7,119,600,1549,1561,white,D00,lost,checkmate,Yes,Yes,No,Yes,No,won,won,27,27,295,322,10.93,11.93,13,13,512.00
Cosmos_IV,433,2024-06-30,06:50:01,1,7,8,120,600,1557,1536,black,D02,won,resignation,No,No,No,Yes,No,lost,won,10,10,26.6,69.2,2.66,6.92,N/A,8,359.00
Cosmos_IV,434,2024-06-30,10:55:44,1,11,9,121,600,1549,1575,black,B10,lost,resignation,No,Yes,No,Yes,No,won,lost,74,75,578.1,337,7.81,4.49,10,6,14716.40
Cosmos_IV,435,2024-07-01,03:18:54,2,4,7,91,600,1558,1569,white,A45,won,abandoned,Yes,No,Yes,Yes,No,lost,won,24,23,466.8,178.4,19.45,7.76,9,9,58411.90
Cosmos_IV,436,2024-07-01,05:30:44,2,6,7,92,600,1567,1575,black,A40,won,resignation,Yes,No,Yes,No,Yes,won,lost,56,56,508.7,251.8,9.08,4.5,11,13,7443.20
Cosmos_IV,437,2024-07-01,05:44:21,2,6,8,93,600,1573,1481,white,D02,won,resignation,Yes,No,Yes,No,No,won,won,34,33,458.3,461.1,13.48,13.97,17,N/A,308.30
Cosmos_IV,438,2024-07-01,06:00:38,2,7,9,94,600,1566,1626,white,D00,lost,resignation,No,No,No,No,Yes,won,won,36,36,505.8,218.6,14.05,6.07,N/A,25,518.70
Cosmos_IV,439,2024-07-01,06:13:25,2,7,9,95,600,1573,1529,black,D50,won,checkmate,No,No,Yes,No,Yes,lost,won,34,34,473.1,295.9,13.91,8.7,20,18,261.20
Cosmos_IV,440,2024-07-01,07:03:49,2,8,7,96,600,1565,1589,black,D50,lost,resignation,No,No,No,Yes,No,won,lost,29,30,296.1,216.1,10.21,7.2,N/A,12,2550.90
Cosmos_IV,441,2024-07-01,07:13:10,2,8,8,97,600,1575,1651,white,D00,won,timeout,Yes,No,Yes,No,No,lost,won,72,71,570.3,599.4,7.92,8.44,19,N/A,264.90
Cosmos_IV,442,2024-07-01,08:33:00,2,9,9,98,600,1582,1535,white,D00,won,checkmate,No,No,No,Yes,No,won,lost,46,45,246,244.8,5.35,5.44,N/A,14,4219.70
Cosmos_IV,443,2024-07-01,09:55:22,2,10,10,99,600,1590,1594,black,B10,won,resignation,No,Yes,No,Yes,No,won,won,57,57,525.2,359.9,9.21,6.31,18,17,4696.00
Cosmos_IV,444,2024-07-01,13:28:35,2,14,10,100,600,1583,1619,white,A40,lost,resignation,Yes,No,Yes,No,No,won,won,20,20,158.3,127.3,7.92,6.37,10,N/A,12267.80
Cosmos_IV,445,2024-07-01,13:45:19,2,14,11,101,600,1576,1624,black,B12,lost,checkmate,No,No,No,No,Yes,lost,won,12,13,73,164.1,6.08,12.62,N/A,8,845.70
Cosmos_IV,446,2024-07-02,06:24:08,3,7,7,85,600,1569,1611,white,A40,lost,resignation,No,No,No,Yes,No,lost,lost,26,26,338.6,357.5,13.02,13.75,N/A,12,59856.00
Cosmos_IV,447,2024-07-02,06:36:11,3,7,8,86,600,1578,1592,white,A40,won,resignation,Yes,Yes,No,No,No,lost,lost,27,26,345.2,182.9,12.79,7.03,11,N/A,384.40
Cosmos_IV,448,2024-07-02,06:45:35,3,7,9,87,600,1586,1552,black,B13,won,resignation,No,No,No,No,No,won,lost,40,41,459.5,339.7,11.49,8.29,N/A,N/A,218.80
Cosmos_IV,449,2024-07-02,07:17:12,3,8,8,88,600,1593,1555,white,D00,won,resignation,Yes,Yes,No,No,No,won,won,44,44,465.1,413.5,10.57,9.4,15,N/A,1437.50
Cosmos_IV,450,2024-07-02,09:37:01,3,10,8,89,600,1586,1664,black,D10,lost,resignation,No,No,No,No,No,won,won,25,26,325.4,217.3,13.02,8.36,N/A,N/A,7923.90
Cosmos_IV,451,2024-07-02,09:46:41,3,10,9,90,600,1578,1582,black,A06,lost,resignation,No,No,No,No,No,lost,won,6,7,121.8,15.9,20.3,2.27,N/A,N/A,254.60
Cosmos_IV,452,2024-07-02,09:49:15,3,10,10,91,600,1570,1600,white,D10,lost,resignation,No,No,No,No,No,lost,lost,23,23,212.7,95.1,9.25,4.13,N/A,N/A,32.20
Cosmos_IV,453,2024-07-02,09:55:07,3,10,11,92,600,1578,1560,black,B10,won,resignation,No,No,No,Yes,No,lost,lost,36,36,491.2,461.7,13.64,12.82,N/A,11,139.30
Cosmos_IV,454,2024-07-02,10:11:41,3,11,11,93,600,1585,1528,black,D14,won,checkmate,No,No,No,Yes,No,won,lost,14,14,38.1,40.4,2.72,2.89,N/A,10,502.80
Cosmos_IV,455,2024-07-02,10:13:14,3,11,12,94,600,1577,1608,white,A40,lost,resignation,No,Yes,No,Yes,No,won,won,27,27,399.6,199.2,14.8,7.38,11,7,54.90
Cosmos_IV,456,2024-07-02,10:24:17,3,11,13,95,600,1568,1640,black,B18,lost,checkmate,No,Yes,No,Yes,No,lost,won,31,32,429.7,204.7,13.86,6.4,12,11,263.40
Cosmos_IV,457,2024-07-02,10:35:18,3,11,14,96,600,1560,1589,white,D00,lost,checkmate,No,Yes,No,No,Yes,lost,lost,75,74,516.1,553.8,6.88,7.48,15,11,231.30
Cosmos_IV,458,2024-07-02,10:53:56,3,11,15,97,600,1567,1521,white,D00,won,checkmate,No,No,No,Yes,No,lost,lost,14,13,53.6,32.2,3.83,2.48,N/A,9,601.90
Cosmos_IV,459,2024-07-02,11:56:02,3,12,16,98,600,1559,1583,black,B12,lost,resignation,No,Yes,No,Yes,No,won,lost,23,24,279.8,174.6,12.17,7.28,12,10,3672.40
Cosmos_IV,460,2024-07-02,12:49:59,3,13,17,99,600,1567,1533,white,A40,won,resignation,Yes,Yes,No,No,No,lost,won,32,31,354.9,536.8,11.09,17.32,18,N/A,2957.20
Cosmos_IV,461,2024-07-02,14:10:11,3,15,16,100,600,1559,1564,black,B13,lost,checkmate,No,Yes,No,Yes,No,won,lost,29,30,309.7,289.4,10.68,9.65,19,12,4457.10
Cosmos_IV,462,2024-07-02,14:20:37,3,15,17,101,600,1550,1545,black,B12,lost,resignation,No,Yes,No,Yes,No,lost,won,49,50,422.7,476.7,8.63,9.53,20,11,316.30
Cosmos_IV,463,2024-07-02,14:36:22,3,15,18,102,600,1543,1584,black,B13,lost,resignation,No,No,No,Yes,No,lost,lost,28,29,198.7,200,7.1,6.9,N/A,8,522.30
Cosmos_IV,464,2024-07-02,19:55:52,3,20,19,92,600,1536,1580,white,D00,lost,resignation,No,No,Yes,Yes,No,lost,lost,44,43,374.5,427.6,8.51,9.94,17,10,18971.30
Cosmos_IV,465,2024-07-02,20:10:03,3,21,20,93,600,1543,1485,white,B13,won,resignation,No,No,No,No,No,lost,lost,8,7,12.3,28.8,1.54,4.11,N/A,N/A,476.50
Cosmos_IV,466,2024-07-02,20:10:58,3,21,21,94,600,1552,1599,white,D00,won,resignation,No,No,No,No,No,won,lost,13,12,55.5,87.8,4.27,7.32,N/A,N/A,42.70
Cosmos_IV,467,2024-07-02,20:13:52,3,21,22,95,600,1561,1588,black,B13,won,resignation,No,No,Yes,Yes,No,won,won,54,54,451.1,595.6,8.35,11.03,11,8,118.50
Cosmos_IV,468,2024-07-02,20:31:51,3,21,23,96,600,1569,1545,black,D13,won,resignation,No,Yes,No,Yes,No,won,won,30,30,352.7,333.6,11.76,11.12,16,7,627.90
Cosmos_IV,469,2024-07-02,21:01:56,3,22,24,95,600,1576,1524,white,D02,won,checkmate,No,No,No,Yes,No,won,won,17,16,78.4,187.8,4.61,11.74,N/A,9,1452.30
Cosmos_IV,470,2024-07-02,21:22:51,3,22,25,94,600,1584,1583,black,D10,won,checkmate,No,Yes,No,Yes,No,won,won,22,22,228.4,161.8,10.38,7.35,10,8,1176.60
Cosmos_IV,471,2024-07-02,22:08:14,3,23,26,95,600,1593,1607,white,A45,won,checkmate,Yes,No,Yes,No,Yes,won,won,38,37,520.2,464.6,13.69,12.56,11,23,2494.60
Cosmos_IV,472,2024-07-02,23:19:21,3,24,27,96,600,1594,1631,white,A45,draw,agreement,No,Yes,No,Yes,No,won,won,68,67,570.3,373.3,8.39,5.57,16,10,3746.80
Cosmos_IV,473,2024-07-02,23:35:53,3,24,28,97,600,1604,1682,black,B12,won,resignation,No,Yes,No,Yes,No,draw,won,82,83,566.1,461.7,6.9,5.56,17,7,421.70
Cosmos_IV,474,2024-07-03,00:37:27,4,1,29,98,600,1604,1445,black,A45,lost,resignation,No,No,No,No,Yes,won,draw,25,26,242.5,162.8,9.7,6.26,N/A,13,3127.90
Cosmos_IV,475,2024-07-05,09:11:48,6,10,1,64,300,989,957,white,D02,won,checkmate,No,No,No,No,No,lost,won,17,16,54.6,76,3.21,4.75,N/A,N/A,203418.50
Cosmos_IV,476,2024-07-05,09:14:17,6,10,2,65,300,998,994,black,B10,won,resignation,Yes,Yes,No,No,Yes,won,lost,20,20,92.1,58.1,4.6,2.9,10,11,94.40
Cosmos_IV,477,2024-07-05,09:17:16,6,10,3,66,300,1006,984,white,A45,won,resignation,No,No,Yes,Yes,No,won,won,36,35,150.7,151.7,4.19,4.33,13,6,86.90
Cosmos_IV,478,2024-07-05,09:22:43,6,10,4,67,300,1014,1004,black,B12,won,checkmate,No,Yes,No,Yes,No,won,won,55,56,258.9,212.1,4.71,3.79,15,12,176.30
Cosmos_IV,479,2024-07-05,09:31:14,6,10,5,68,300,1022,1017,black,A40,won,resignation,No,No,No,Yes,No,won,won,16,16,60.4,55.8,3.78,3.49,N/A,7,252.10
Cosmos_IV,480,2024-07-05,09:33:36,6,10,6,69,300,1030,1030,white,A45,won,resignation,No,No,Yes,Yes,No,won,won,20,19,55.5,120.1,2.77,6.32,18,14,81.60
Cosmos_IV,481,2024-07-05,12:30:04,6,13,7,70,300,1038,1009,white,D02,won,timeout,Yes,Yes,No,No,No,won,won,32,31,197.2,298.7,6.16,9.64,18,N/A,10532.50
Cosmos_IV,482,2024-07-06,08:19:17,7,9,8,57,300,1046,1050,black,B18,won,resignation,No,Yes,No,Yes,No,won,won,29,29,202,228.4,6.97,7.88,12,10,71155.80
Cosmos_IV,483,2024-07-06,08:27:01,7,9,9,58,300,1054,1039,black,B18,won,resignation,Yes,No,Yes,No,No,won,won,24,24,89.6,71.1,3.73,2.96,17,N/A,262.00
Cosmos_IV,484,2024-07-06,12:15:30,7,13,4,59,300,1062,1058,white,A40,won,checkmate,Yes,Yes,No,No,No,won,won,55,55,299.9,292.6,5.45,5.32,13,N/A,13619.40
Cosmos_IV,485,2024-07-06,13:59:00,7,14,4,60,300,1054,1074,black,B12,lost,resignation,Yes,Yes,No,No,No,won,won,22,23,144.6,113.7,6.57,4.94,14,N/A,5910.10
Cosmos_IV,486,2024-07-06,14:07:43,7,15,5,61,300,1062,1045,black,D02,won,abandoned,No,Yes,No,Yes,No,lost,won,23,23,124.8,132.3,5.43,5.75,23,15,378.40
Cosmos_IV,487,2024-07-06,14:16:48,7,15,6,62,300,1054,1064,white,A40,lost,resignation,No,No,Yes,Yes,No,won,lost,18,18,92.8,84.9,5.16,4.72,10,5,420.20
Cosmos_IV,488,2024-07-06,14:21:30,7,15,7,63,600,1613,1627,white,D00,won,resignation,No,No,No,Yes,No,lost,won,22,21,195.9,197.4,8.9,9.4,N/A,6,189.20
Cosmos_IV,489,2024-07-06,14:59:22,7,15,8,64,600,1622,1651,black,B12,won,timeout,No,Yes,No,Yes,No,won,lost,42,42,447.3,469.4,10.65,11.18,13,13,2076.10
Cosmos_IV,490,2024-07-06,15:17:39,7,16,9,65,600,1614,1632,black,A00,lost,checkmate,No,No,Yes,No,Yes,won,won,33,34,512.7,323.8,15.54,9.52,15,15,649.70
Cosmos_IV,491,2024-07-06,15:32:05,7,16,10,66,600,1606,1624,white,D00,lost,resignation,Yes,Yes,No,No,No,lost,won,37,37,565.7,366.8,15.29,9.91,18,N/A,353.30
Cosmos_IV,492,2024-07-06,20:22:06,7,21,11,66,300,1062,1031,black,B13,won,resignation,No,No,No,Yes,No,lost,lost,29,29,247.9,196.4,8.55,6.77,N/A,8,16835.30
Cosmos_IV,493,2024-07-06,20:29:53,7,21,12,67,300,1054,1088,white,A40,lost,timeout,Yes,Yes,No,Yes,No,won,lost,37,37,299.5,268.6,8.09,7.26,20,20,219.10
Cosmos_IV,494,2024-07-06,20:39:33,7,21,13,68,300,1062,1063,black,B10,won,checkmate,No,No,No,Yes,No,lost,won,18,18,122.7,73.2,6.82,4.07,N/A,12,280.50
Cosmos_IV,495,2024-07-06,20:43:04,7,21,14,69,300,1054,1071,white,D00,lost,resignation,No,No,Yes,Yes,No,won,lost,29,29,200.6,132.9,6.92,4.58,14,7,88.30
Cosmos_IV,496,2024-07-06,20:48:52,7,21,15,70,300,1062,1053,white,D00,won,checkmate,No,No,No,Yes,No,lost,won,44,44,273.9,232.9,6.22,5.29,N/A,20,147.40
Cosmos_IV,497,2024-07-07,09:32:37,1,10,14,64,600,1598,1633,black,B12,lost,resignation,No,Yes,No,Yes,No,won,lost,30,31,361.9,231.4,12.06,7.46,12,8,45551.10
Cosmos_IV,498,2024-07-07,09:42:56,1,10,15,65,600,1590,1608,white,D00,lost,checkmate,Yes,No,Yes,No,Yes,lost,won,41,41,557.2,367.4,13.59,8.96,13,14,257.10
Cosmos_IV,499,2024-07-07,09:58:38,1,10,16,66,600,1597,1536,white,D02,won,timeout,Yes,Yes,No,Yes,No,lost,lost,59,58,569.4,599.4,9.65,10.33,12,12,384.80
Cosmos_IV,500,2024-07-07,10:18:46,1,11,17,67,600,1606,1629,black,B12,won,abandoned,No,No,No,No,Yes,won,lost,30,30,355.2,360.5,11.84,12.02,N/A,10,638.60
