Account,IsMonday,IsTuesday,IsWednesday,IsThursday,IsFriday,IsSaturday,IsSunday,TimeOfDay,GameOfDay,GameOfWeek,TimeControl,EloDifference,Color,Result,ICastledFirst,ICastledShort,ICastledLong,OppCastledShort,OppCastledLong,LastResultIsWin,LastResultIsDraw,LastResultIsLoss,2ndLastResultIsWin,2ndLastResultIsDraw,2ndLastResultIsLoss,MyNumMoves,OppNumMoves,MyTotalTime,OppTotalTime,MyAvgTPM,OppAvgTPM,TimeSinceLast,DailyWinPerc,DailyLossPerc,DailyDrawPerc,WeeklyWinPerc,WeeklyLossPerc,WeeklyDrawPerc,ECO_A00,ECO_A40,ECO_A45,ECO_B10,ECO_B12,ECO_B13,ECO_D00,ECO_D02,ECO_D10,ECO_Other
1,0,0,0,0,1,0,0,51816,18,33,600,-34,1,2,0,0,1,1,0,1,0,0,1,0,0,44,45,501.0,275.8,11.39,6.13,200.0,47.06,41.18,11.76,50.0,40.62,9.38,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,52626,19,34,600,-7,1,0,0,1,0,1,0,0,0,1,1,0,0,39,39,331.2,320.1,8.49,8.21,309.0,44.44,44.44,11.11,48.48,42.42,9.09,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,53340,20,35,600,48,0,0,0,0,1,1,0,1,0,0,0,0,1,23,23,125.6,251.5,5.46,10.93,382.8,47.37,42.11,10.53,50.0,41.18,8.82,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,53737,21,36,600,23,1,0,0,1,0,1,0,1,0,0,1,0,0,40,40,491.7,255.0,12.29,6.38,271.4,50.0,40.0,10.0,51.43,40.0,8.57,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,54524,22,37,600,-11,0,2,0,0,1,1,0,1,0,0,1,0,0,17,17,94.1,127.4,5.54,7.49,295.3,52.38,38.1,9.52,52.78,38.89,8.33,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,54753,23,38,600,59,1,0,1,1,0,0,1,0,0,1,1,0,0,62,62,504.2,395.1,8.13,6.37,134.9,50.0,40.91,9.09,51.35,40.54,8.11,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,76536,19,39,600,63,0,0,0,0,1,1,0,1,0,0,0,0,1,29,29,321.6,244.7,11.09,8.44,21278.8,55.56,38.89,5.56,52.63,39.47,7.89,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,77144,20,40,600,-96,0,2,0,1,0,1,0,1,0,0,1,0,0,29,29,272.8,129.3,9.41,4.46,286.4,57.89,36.84,5.26,53.85,38.46,7.69,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,77589,21,41,600,28,1,0,0,0,0,1,0,0,0,1,1,0,0,21,21,156.9,297.5,7.47,14.17,172.2,55.0,40.0,5.0,52.5,40.0,7.5,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,1,0,0,78112,22,42,600,36,0,0,0,0,0,1,0,1,0,0,0,0,1,14,13,29.9,51.1,2.14,3.93,366.1,57.14,38.1,4.76,53.66,39.02,7.32,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,78206,23,43,600,2,1,0,0,0,1,1,0,1,0,0,1,0,0,17,17,116.2,67.9,6.84,3.99,64.1,59.09,36.36,4.55,54.76,38.1,7.14,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,81065,22,44,600,-55,0,2,0,1,0,1,0,1,0,0,1,0,0,26,25,188.6,180.5,7.25,7.22,2742.8,61.9,38.1,0.0,55.81,37.21,6.98,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,81440,22,45,600,48,1,0,1,1,0,0,0,0,0,1,1,0,0,56,57,563.4,409.7,10.06,7.19,186.4,57.14,42.86,0.0,54.55,38.64,6.82,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,51415,16,46,600,13,1,0,0,0,1,1,0,1,0,0,0,0,1,28,28,381.0,413.9,13.61,14.78,55811.6,73.33,26.67,0.0,55.56,37.78,6.67,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,1,0,52210,14,47,600,-5,0,0,0,0,0,0,0,1,0,0,1,0,0,62,61,511.9,592.9,8.26,9.72,414.0,76.92,23.08,0.0,56.52,36.96,6.52,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,53355,13,48,600,-42,1,2,0,0,1,1,0,1,0,0,1,0,0,21,22,175.7,125.0,8.37,5.68,633.1,75.0,25.0,0.0,57.45,36.17,6.38,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,1,0,53691,14,49,600,2,1,2,1,0,1,0,0,0,0,1,1,0,0,29,30,241.5,351.8,8.33,11.73,160.3,69.23,30.77,0.0,56.25,37.5,6.25,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,54299,14,50,600,5,0,2,0,0,1,1,0,0,0,1,0,0,1,28,28,301.9,124.9,10.78,4.46,366.5,61.54,38.46,0.0,55.1,38.78,6.12,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,54769,13,51,600,35,0,0,0,0,0,0,0,0,0,1,0,0,1,33,32,346.1,345.5,10.49,10.8,168.1,58.33,41.67,0.0,54.0,40.0,6.0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,61395,14,52,600,-45,1,2,0,0,0,0,0,1,0,0,0,0,1,12,13,106.3,38.5,8.86,2.96,6279.9,61.54,38.46,0.0,54.9,39.22,5.88,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,1,0,61591,15,53,600,19,0,2,0,0,1,1,0,0,0,1,1,0,0,57,57,497.2,370.5,8.72,6.5,89.7,57.14,42.86,0.0,53.85,40.38,5.77,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,62488,16,54,600,8,0,2,0,0,1,0,1,0,0,1,0,0,1,15,14,67.3,28.4,4.49,2.03,399.8,53.33,46.67,0.0,52.83,41.51,5.66,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,62573,17,55,600,-49,1,0,0,0,1,1,0,0,0,1,0,0,1,93,94,597.8,598.8,6.43,6.37,17.7,50.0,50.0,0.0,51.85,42.59,5.56,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,55628,5,56,600,22,1,0,0,1,0,1,0,1,0,0,0,0,1,79,80,512.1,448.2,6.48,5.6,78857.2,25.0,75.0,0.0,52.73,41.82,5.45,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,56639,6,57,600,-27,1,0,0,0,1,1,0,1,0,0,1,0,0,19,19,142.1,169.0,7.48,8.89,498.9,40.0,60.0,0.0,53.57,41.07,5.36,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,56960,7,58,600,24,0,0,1,0,1,0,0,1,0,0,1,0,0,56,56,571.3,492.7,10.2,8.8,178.9,50.0,50.0,0.0,54.39,40.35,5.26,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,58217,8,59,600,-41,1,2,1,1,0,0,1,1,0,0,1,0,0,25,26,290.4,285.9,11.62,11.0,685.7,57.14,42.86,0.0,55.17,39.66,5.17,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,58810,9,60,600,0,0,0,0,0,0,1,0,0,0,1,1,0,0,14,13,123.4,127.2,8.81,9.78,302.6,50.0,50.0,0.0,54.24,40.68,5.08,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,77888,6,61,600,-3,1,2,0,0,0,0,0,1,0,0,0,0,1,44,45,599.2,415.0,13.62,9.22,18954.6,80.0,20.0,0.0,55.0,40.0,5.0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,78920,7,62,600,-16,0,2,0,0,1,1,0,0,0,1,1,0,0,35,35,456.7,199.1,13.05,5.69,432.8,66.67,33.33,0.0,54.1,40.98,4.92,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,79584,8,63,600,45,1,0,1,1,0,1,0,0,0,1,0,0,1,40,40,352.2,327.2,8.8,8.18,207.3,57.14,42.86,0.0,53.23,41.94,4.84,0,0,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,80339,9,64,600,27,0,0,0,0,1,1,0,1,0,0,0,0,1,47,46,565.3,463.3,12.03,10.07,402.8,62.5,37.5,0.0,53.97,41.27,4.76,0,0,0,0,0,0,1,0,0,0
1,1,0,0,0,0,0,0,48832,10,65,600,6,0,2,1,0,1,0,1,1,0,0,1,0,0,83,82,590.0,566.3,7.11,6.91,54327.7,66.67,33.33,0.0,54.69,40.62,4.69,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,6891,2,66,600,-36,1,2,0,0,0,1,0,0,0,1,1,0,0,12,13,104.1,85.7,8.68,6.59,43869.0,0.0,100.0,0.0,53.85,41.54,4.62,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,0,7122,3,67,600,-28,1,1,0,0,0,1,0,0,0,1,0,0,1,35,35,477.5,447.2,13.64,12.78,126.9,0.0,100.0,0.0,53.03,42.42,4.55,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,8126,4,68,600,0,1,0,1,1,0,0,0,0,1,0,0,0,1,19,19,213.7,126.8,11.25,6.67,526.5,0.0,66.67,33.33,52.24,41.79,5.97,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,8481,5,69,600,40,0,0,1,0,1,0,0,1,0,0,0,1,0,22,21,273.8,102.9,12.45,4.9,141.3,25.0,50.0,25.0,52.94,41.18,5.88,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,8876,6,70,600,8,0,1,0,0,1,1,0,1,0,0,1,0,0,44,43,489.8,190.6,11.13,4.43,121.2,40.0,40.0,20.0,53.62,40.58,5.8,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,9579,7,71,600,30,1,0,0,0,1,1,0,0,1,0,1,0,0,22,22,135.4,79.8,6.15,3.63,213.2,33.33,33.33,33.33,52.86,40.0,7.14,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,9827,8,72,600,-23,1,0,0,0,0,1,0,1,0,0,0,1,0,37,37,254.9,211.7,6.89,5.72,112.6,42.86,28.57,28.57,53.52,39.44,7.04,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,10315,9,73,600,-17,0,2,1,0,1,1,0,1,0,0,1,0,0,31,31,459.8,144.2,14.83,4.65,233.1,50.0,25.0,25.0,54.17,38.89,6.94,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,10919,10,74,600,9,0,2,0,0,1,0,1,0,0,1,1,0,0,61,61,416.9,492.5,6.83,8.07,144.2,44.44,33.33,22.22,53.42,39.73,6.85,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,11908,11,75,600,8,1,0,0,0,0,0,0,0,0,1,0,0,1,53,53,350.5,347.8,6.61,6.56,572.1,40.0,40.0,20.0,52.7,40.54,6.76,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,62552,11,76,600,-30,0,0,1,1,0,0,0,1,0,0,0,0,1,64,64,495.5,599.2,7.74,9.36,50293.5,50.0,30.0,20.0,53.33,40.0,6.67,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,63687,12,77,600,-10,0,0,1,1,0,1,0,1,0,0,1,0,0,23,22,134.6,98.4,5.85,4.47,639.5,54.55,27.27,18.18,53.95,39.47,6.58,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,63936,13,78,600,31,1,0,0,0,1,1,0,1,0,0,1,0,0,38,38,382.1,320.2,10.06,8.43,114.4,58.33,25.0,16.67,54.55,38.96,6.49,0,0,0,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,74553,14,79,600,-4,1,0,0,0,1,1,0,1,0,0,1,0,0,83,84,594.1,599.0,7.16,7.13,10234.9,61.54,23.08,15.38,55.13,38.46,6.41,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,75800,15,80,600,-54,1,2,0,0,0,1,0,1,0,0,1,0,0,13,14,61.5,102.5,4.73,7.32,652.9,64.29,21.43,14.29,55.7,37.97,6.33,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,0,75982,16,81,600,45,0,0,0,0,0,1,0,0,0,1,1,0,0,15,14,38.7,77.0,2.58,5.5,120.5,60.0,26.67,13.33,55.0,38.75,6.25,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,76101,17,82,600,27,0,0,0,0,1,1,0,1,0,0,0,0,1,31,30,310.0,222.3,10.0,7.41,80.3,62.5,25.0,12.5,55.56,38.27,6.17,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,76663,18,83,600,-8,1,2,1,0,1,1,0,1,0,0,1,0,0,47,48,589.3,371.6,12.54,7.74,252.0,64.71,23.53,11.76,56.1,37.8,6.1,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,51039,9,80,600,-3,0,0,1,0,1,0,1,0,0,1,1,0,0,32,31,277.3,190.3,8.67,6.14,60186.7,75.0,25.0,0.0,56.96,36.71,6.33,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,51546,10,81,600,0,0,0,0,0,0,1,0,1,0,0,0,0,1,89,88,595.9,599.9,6.7,6.82,229.7,77.78,22.22,0.0,57.5,36.25,6.25,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,52784,11,82,600,-23,1,2,1,1,0,0,0,1,0,0,1,0,0,42,43,355.5,290.7,8.46,6.76,642.1,80.0,20.0,0.0,58.02,35.8,6.17,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,0,0,53460,12,83,600,49,1,0,1,0,1,1,0,0,0,1,1,0,0,32,32,386.3,335.1,12.07,10.47,320.5,72.73,27.27,0.0,57.32,36.59,6.1,0,0,0,1,0,0,0,0,0,0
1,0,0,1,0,0,0,0,85181,5,80,600,-13,0,0,0,0,1,1,0,1,0,0,0,0,1,53,52,389.7,465.7,7.35,8.96,31334.7,75.0,25.0,0.0,58.23,36.71,5.06,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,86078,6,80,600,1,1,2,0,0,0,1,0,1,0,0,1,0,0,22,23,382.0,305.0,17.36,13.26,507.3,80.0,20.0,0.0,58.23,36.71,5.06,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,0,384,7,80,600,-24,1,2,0,0,0,1,0,0,0,1,1,0,0,14,15,144.6,80.2,10.33,5.35,324.0,66.67,33.33,0.0,58.23,36.71,5.06,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0,623,8,79,600,20,1,2,0,0,1,0,1,0,0,1,0,0,1,13,14,58.2,38.2,4.48,2.73,94.4,57.14,42.86,0.0,57.69,37.18,5.13,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1,0,0,0,41769,9,77,600,-19,0,2,1,0,1,0,0,0,0,1,0,0,1,41,41,390.0,175.8,9.51,4.29,41087.8,50.0,50.0,0.0,55.26,39.47,5.26,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,0,0,0,42446,10,78,600,-32,0,2,1,0,1,0,0,0,0,1,0,0,1,17,17,70.7,115.2,4.16,6.78,287.0,44.44,55.56,0.0,54.55,40.26,5.19,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,0,0,0,42670,11,79,600,33,0,0,0,0,0,1,0,0,0,1,0,0,1,20,19,145.7,127.2,7.28,6.69,153.3,40.0,60.0,0.0,53.85,41.03,5.13,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,0,0,0,42956,12,80,600,47,1,0,0,0,0,0,0,1,0,0,0,0,1,17,17,139.6,197.3,8.21,11.61,140.3,45.45,54.55,0.0,54.43,40.51,5.06,0,0,0,1,0,0,0,0,0,0
1,0,0,0,1,0,0,0,52265,11,81,600,-8,0,1,0,0,0,0,0,1,0,0,1,0,0,36,35,566.1,434.2,15.73,12.41,9169.4,40.0,60.0,0.0,55.0,40.0,5.0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,0,0,0,53276,11,82,600,22,0,2,0,0,1,1,0,0,1,0,1,0,0,54,53,503.0,540.9,9.31,10.21,444.9,40.0,50.0,10.0,54.32,39.51,6.17,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,7024,7,68,600,-21,1,2,0,0,0,1,0,0,0,1,0,1,0,30,30,377.4,456.3,12.58,15.21,39645.0,33.33,50.0,16.67,56.72,38.81,4.48,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,7887,8,69,600,-21,0,2,0,0,0,0,0,0,0,1,0,0,1,10,10,19.4,14.9,1.94,1.49,485.6,28.57,57.14,14.29,55.88,39.71,4.41,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,7931,9,70,600,-2,1,2,0,0,1,1,0,0,0,1,0,0,1,12,13,87.1,25.1,7.26,1.93,24.6,25.0,62.5,12.5,55.07,40.58,4.35,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,8159,10,71,600,-5,1,0,0,0,1,1,0,0,0,1,0,0,1,30,30,275.5,235.1,9.18,7.84,140.9,22.22,66.67,11.11,54.29,41.43,4.29,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,63140,5,64,600,9,1,0,0,0,0,0,0,1,0,0,0,0,1,11,11,61.8,57.8,5.62,5.25,54705.5,25.0,75.0,0.0,52.38,42.86,4.76,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,1,0,0,63271,6,65,600,21,0,2,1,0,1,0,0,1,0,0,1,0,0,33,33,456.9,274.9,13.85,8.33,69.2,40.0,60.0,0.0,53.12,42.19,4.69,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,64024,7,66,600,-37,1,2,0,0,1,1,0,0,0,1,1,0,0,17,18,165.0,214.5,9.71,11.92,296.1,33.33,66.67,0.0,52.31,43.08,4.62,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,64415,8,67,600,-27,0,2,0,0,1,1,0,0,0,1,0,0,1,20,20,152.3,148.9,7.62,7.44,226.0,28.57,71.43,0.0,51.52,43.94,4.55,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,64726,9,68,600,-15,0,2,0,0,0,0,1,0,0,1,0,0,1,29,28,249.3,101.1,8.6,3.61,158.7,25.0,75.0,0.0,50.75,44.78,4.48,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,65107,10,69,600,50,1,0,0,0,1,1,0,0,0,1,0,0,1,23,24,266.5,93.2,11.59,3.88,131.7,22.22,77.78,0.0,50.0,45.59,4.41,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,1,0,0,65470,11,70,600,-14,0,0,0,0,1,1,0,1,0,0,0,0,1,80,79,589.8,599.9,7.37,7.59,96.5,30.0,70.0,0.0,50.72,44.93,4.35,0,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,69599,1,49,600,3,0,2,0,0,1,0,1,1,0,0,1,0,0,81,80,591.3,585.8,7.3,7.32,176339.2,0.0,0.0,0.0,47.92,45.83,6.25,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,1,70803,2,50,600,-1,0,0,0,0,1,1,0,0,0,1,1,0,0,71,70,537.6,539.9,7.57,7.71,612.7,0.0,100.0,0.0,46.94,46.94,6.12,0,0,0,0,0,0,0,0,0,1
1,0,1,0,0,0,0,0,1721,1,46,600,-26,1,0,0,1,0,1,0,1,0,0,0,0,1,36,36,497.3,262.7,13.81,7.3,103180.4,0.0,0.0,0.0,48.89,44.44,6.67,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,0,3080,2,47,600,6,1,0,0,1,0,0,1,1,0,0,1,0,0,80,81,587.7,526.7,7.35,6.5,861.7,100.0,0.0,0.0,50.0,43.48,6.52,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,4274,3,48,600,29,1,2,0,1,0,1,0,1,0,0,1,0,0,49,50,372.2,281.4,7.6,5.63,606.3,100.0,0.0,0.0,51.06,42.55,6.38,0,0,0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0,4962,4,49,600,52,0,0,1,0,1,0,1,0,0,1,1,0,0,50,49,386.5,595.9,7.73,12.16,315.8,66.67,33.33,0.0,50.0,43.75,6.25,0,0,0,0,0,0,1,0,0,0
1,0,1,0,0,0,0,0,5980,5,50,600,60,1,0,0,0,0,0,0,1,0,0,0,0,1,38,38,521.7,544.9,13.73,14.34,631.5,75.0,25.0,0.0,51.02,42.86,6.12,0,0,0,0,1,0,0,0,0,0
1,0,1,0,0,0,0,0,7078,6,50,600,74,0,0,1,0,1,0,1,1,0,0,1,0,0,38,37,346.0,309.6,9.11,8.37,576.3,80.0,20.0,0.0,53.06,40.82,6.12,0,0,0,0,0,0,0,1,0,0
1,0,1,0,0,0,0,0,78188,7,34,600,48,1,2,1,1,0,0,0,1,0,0,1,0,0,20,21,267.7,152.3,13.38,7.25,70764.0,83.33,16.67,0.0,48.48,48.48,3.03,0,0,0,0,0,0,0,0,1,0
1,0,0,1,0,0,0,0,689,8,35,600,67,0,0,1,0,1,1,0,0,0,1,1,0,0,41,40,595.1,598.0,14.51,14.95,8633.3,71.43,28.57,0.0,47.06,50.0,2.94,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,44982,3,36,600,-7,1,1,0,0,0,0,0,1,0,0,0,0,1,63,64,461.8,472.8,7.33,7.39,43697.9,50.0,50.0,0.0,48.57,48.57,2.86,0,0,0,0,0,1,0,0,0,0
1,0,0,1,0,0,0,0,46849,4,37,600,-17,0,2,1,0,1,0,1,0,1,0,1,0,0,17,17,185.6,83.1,10.92,4.89,1405.2,33.33,33.33,33.33,47.22,47.22,5.56,0,1,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,47133,5,38,600,15,0,0,1,0,1,0,1,0,0,1,0,1,0,48,48,373.8,206.7,7.79,4.31,98.4,25.0,50.0,25.0,45.95,48.65,5.41,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,47832,6,39,600,59,1,0,0,1,0,1,0,1,0,0,0,0,1,27,27,311.9,193.5,11.55,7.17,325.2,40.0,40.0,20.0,47.37,47.37,5.26,0,0,0,0,1,0,0,0,0,0
1,0,0,1,0,0,0,0,51598,7,38,600,4,0,2,0,0,1,1,0,1,0,0,1,0,0,32,32,488.4,317.7,15.26,9.93,3454.1,50.0,33.33,16.67,45.95,48.65,5.41,0,0,0,0,0,0,1,0,0,0
1,0,0,1,0,0,0,0,52442,8,39,600,-61,0,2,0,0,0,0,0,0,0,1,1,0,0,54,54,598.0,415.7,11.07,7.7,355.6,42.86,42.86,14.29,44.74,50.0,5.26,0,0,0,0,0,0,1,0,0,0
1,0,0,0,1,0,0,0,46531,6,30,600,-40,1,2,0,0,0,0,0,0,0,1,0,0,1,50,51,343.5,537.7,6.87,10.54,79891.0,40.0,60.0,0.0,44.83,48.28,6.9,0,0,0,0,0,0,0,0,1,0
1,0,0,0,1,0,0,0,47457,5,31,600,25,1,2,0,0,0,0,1,0,0,1,0,0,1,25,26,300.8,92.0,12.03,3.54,582.5,25.0,75.0,0.0,43.33,50.0,6.67,0,1,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,47862,5,32,600,12,1,0,0,1,0,1,0,0,0,1,0,0,1,23,23,131.2,241.7,5.7,10.51,104.2,0.0,100.0,0.0,41.94,51.61,6.45,0,0,0,0,1,0,0,0,0,0
1,0,0,0,1,0,0,0,54194,4,31,600,-63,0,2,0,0,1,1,0,1,0,0,0,0,1,26,26,300.3,117.5,11.55,4.52,6200.8,33.33,66.67,0.0,46.67,50.0,3.33,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,0,0,0,54654,5,32,600,19,1,0,0,0,0,1,0,0,0,1,1,0,0,25,25,273.4,253.7,10.94,10.15,159.7,25.0,75.0,0.0,45.16,51.61,3.23,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,1,0,0,5047,6,33,600,-3,0,2,0,0,0,0,0,1,0,0,0,0,1,6,6,11.9,14.1,1.98,2.35,36519.6,40.0,60.0,0.0,46.88,50.0,3.12,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,5092,7,34,600,-1,1,0,0,0,1,0,1,0,0,1,1,0,0,44,45,400.9,437.7,9.11,9.73,33.1,33.33,66.67,0.0,45.45,51.52,3.03,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,6130,8,35,600,-17,0,2,0,0,1,1,0,1,0,0,0,0,1,21,20,186.0,131.9,8.86,6.59,637.1,42.86,57.14,0.0,47.06,50.0,2.94,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,6477,9,36,600,0,0,2,0,0,0,1,0,0,0,1,1,0,0,25,25,382.6,351.6,15.3,14.06,161.0,37.5,62.5,0.0,45.71,51.43,2.86,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,7238,10,36,600,-46,1,2,0,0,1,1,0,0,0,1,0,0,1,30,30,411.4,134.4,13.71,4.48,378.4,33.33,66.67,0.0,45.71,51.43,2.86,0,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,6704,1,25,600,-21,0,0,0,0,1,1,0,0,0,1,0,0,1,20,20,251.4,125.3,12.57,6.27,258254.6,0.0,0.0,0.0,45.83,50.0,4.17,0,0,1,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,7123,2,26,600,6,1,2,0,0,0,1,0,1,0,0,0,0,1,15,16,172.8,108.0,11.52,6.75,167.6,100.0,0.0,0.0,48.0,48.0,4.0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,64075,1,1,600,265,1,0,0,1,0,1,0,0,0,1,1,0,0,53,53,552.3,581.1,10.42,10.96,1179979.2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,65578,2,2,600,225,0,0,1,1,0,1,0,1,0,0,0,0,1,27,26,344.0,326.4,12.74,12.55,950.7,100.0,0.0,0.0,100.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,39672,2,25,600,-82,0,2,0,0,0,0,1,0,0,1,1,0,0,31,31,466.6,202.2,15.05,6.52,-2019549.4,100.0,0.0,0.0,45.83,50.0,4.17,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,84653,1,1,600,-123,0,2,0,0,0,0,0,0,0,1,0,0,1,17,17,258.0,189.7,15.18,11.16,64805480.3,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,85259,3,26,600,-77,1,2,0,0,0,0,0,0,0,1,0,0,1,59,59,588.1,573.4,9.97,9.72,45120.4,0.0,100.0,0.0,40.0,56.0,4.0,0,0,0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,1,55,4,27,600,50,1,1,0,1,0,1,0,0,0,1,0,0,1,33,34,506.1,298.1,15.34,8.77,607.9,0.0,100.0,0.0,38.46,57.69,3.85,0,0,0,0,0,1,0,0,0,0
1,0,0,0,0,0,0,1,991,5,28,600,57,1,0,1,0,1,0,0,0,1,0,0,0,1,25,25,301.3,142.5,12.05,5.7,429.9,0.0,75.0,25.0,37.04,55.56,7.41,0,0,0,1,0,0,0,0,0,0
