prediction_class_0,prediction_class_1,prediction_class_2,IsSunday,IsMonday,IsTuesday,IsWednesday,IsThursday,IsFriday,IsSaturday,LastResultIsWin,LastResultIsDraw,LastResultIsLoss,2ndLastResultIsWin,2ndLastResultIsDraw,2ndLastResultIsLoss,TimeOfDay,GameOfDay,GameOfWeek,EloDifference,TimeSinceLast
0.3523303,0.28274265,0.36492708,0,0,1,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.37147433,0.2818605,0.34666517,0,1,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.25277594,0.44111642,0.30610764,1,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.44796085,0.21420988,0.33782923,0,0,0,0,0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.5266322,0.17665389,0.29671392,0,0,0,0,0,1,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.4806573,0.2248105,0.29453224,0,0,0,0,1,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.4126501,0.3103698,0.27698013,0,0,0,1,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.40526772,0.25723758,0.33749467,0,0,1,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.42544654,0.25532973,0.3192237,0,1,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.28956714,0.41657713,0.29385573,1,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.42164055,0.17143992,0.4069195,0,0,0,0,0,0,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.49844718,0.14216903,0.35938382,0,0,0,0,0,1,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.4580151,0.18237813,0.35960677,0,0,0,0,1,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.38553306,0.26224536,0.35222158,0,0,0,1,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.38381675,0.20715073,0.4090325,0,0,1,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.37647215,0.250721,0.37280682,0,1,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.29242805,0.34320822,0.3643638,1,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.47674546,0.15332292,0.3699316,0,0,0,0,0,0,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.5539229,0.12496439,0.32111272,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.51065075,0.16288042,0.32646886,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.4573486,0.22942246,0.31322894,0,0,0,1,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.4378795,0.18692532,0.37519518,0,0,1,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.43048695,0.22676127,0.3427518,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.33203995,0.32126078,0.34669933,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.37473243,0.18086757,0.44440004,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.4569064,0.14502609,0.39806747,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.42147622,0.18418589,0.39433792,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.33732778,0.25749063,0.40518156,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.3462194,0.2079443,0.44583625,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.3476581,0.24897364,0.4033682,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.26235187,0.34265405,0.39499408,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.43005198,0.16295181,0.40699616,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.5142867,0.12815133,0.35756204,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.4753752,0.16516562,0.35945913,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.40775466,0.22782345,0.36442184,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.40013558,0.18866949,0.41119492,0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.40191063,0.22595881,0.37213054,0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.30111784,0.321799,0.37708318,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.39295697,0.12755735,0.4794857,0,0,0,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.47395986,0.101176985,0.4248632,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.43972087,0.13104612,0.42923298,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.36567256,0.18616275,0.4481647,0,0,0,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.3664484,0.1480231,0.4855285,0,0,1,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.34968185,0.21979941,0.43051875,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.29175624,0.256279,0.45196483,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.4487153,0.114348434,0.43693623,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.53108287,0.0890023,0.37991488,0,0,0,0,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.49361616,0.1169597,0.38942418,0,0,0,0,1,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.43772224,0.16311331,0.39916447,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.42114776,0.13355188,0.4453003,0,0,1,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.40388262,0.19930005,0.3968174,0,1,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.33253318,0.23900352,0.4284633,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.34824827,0.22958495,0.4221668,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.43026993,0.18654132,0.38318878,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.39165124,0.23377496,0.37457383,0,0,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.30576828,0.31879887,0.37543282,0,0,0,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.31880572,0.26153925,0.41965505,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.33764562,0.26190028,0.40045413,0,1,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.23132068,0.4126684,0.35601085,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.4024204,0.20827314,0.38930652,0,0,0,0,0,0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.48755297,0.16594143,0.34650558,0,0,0,0,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.44493398,0.21115127,0.34391478,0,0,0,0,1,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.37358865,0.28510725,0.34130406,0,0,0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.37112594,0.23901816,0.38985592,0,0,1,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.39132637,0.23829383,0.3703798,0,1,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.26739424,0.3903151,0.34229067,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.37165248,0.16478314,0.46356443,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.45291826,0.13206118,0.41502056,0,0,0,0,0,1,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.41581807,0.16926444,0.41491747,0,0,0,0,1,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.33919162,0.23586345,0.424945,0,0,0,1,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.34410042,0.18985285,0.46604672,0,0,1,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.34021294,0.2316211,0.428166,0,1,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.26431742,0.3171274,0.41855517,1,0,0,0,0,0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.42671987,0.14853111,0.42474905,0,0,0,0,0,0,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.51016366,0.11677871,0.3730576,0,0,0,0,0,1,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.46946436,0.15193744,0.37859818,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.40964183,0.20850192,0.38185623,0,0,0,1,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.39777547,0.17229345,0.42993107,0,0,1,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.39388588,0.21052147,0.3955927,0,1,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.3031387,0.29759517,0.39926615,1,0,0,0,0,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.38542193,0.18370159,0.4308765,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.46510407,0.15291367,0.38198227,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.42833367,0.19388436,0.377782,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.34211975,0.27049842,0.38738182,0,0,0,1,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.35260543,0.21936221,0.4280323,0,0,1,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.3526687,0.2616045,0.38572678,0,1,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
0.26510194,0.3586426,0.37625545,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,-10.0,0.0
